Movie Name,Release Year,Rank,Director Name,Genres
"Origine du XXIme sicle, L'",2000,8.5,Jean-Luc Godard,"Documentary, Short"
Origine ocan - 4 milliards d'annes sous les mers,2001,5.9,Gérald Calderon,"Documentary, Short"
Orinoco prigioniere del sesso,1980,6.7,Edoardo Mulargia,"Action, Drama"
Orion's Key,1996,3.2,Mark (I) Roper,"Action, Sci-Fi"
Orions belte,1985,6.2,Ola Solum,"Action, Adventure"
Oriundi,1999,7.8,Ricardo (II) Bravo,"Family, Fantasy, Romance"
Orizuru Osen,1935,6.9,Kenji (I) Mizoguchi,Drama
Orkestar bez ime,1982,9.6,Lyudmil Kirkov,Comedy
"Orkly Kid, The",1985,6.0,Trent Harris,"Comedy, Short"
Orlacs Hnde,1925,7.2,Robert Wiene,"Crime, Horror"
"Orlak, el infierno de Frankenstein",1960,6.2,Rafael (I) Baledón,"Horror, Sci-Fi"
"Orlan, carnal art",2001,5.2,Stéphan Oriach,Documentary
Orlando,1992,6.7,Sally Potter,"Drama, Romance"
Orlovi rano lete,1966,5.7,Soja Jovanovic,Adventure
Ormai  fatta!,1999,7.6,Enzo Monteleone,"Comedy, Drama"
Ornette: Made In America,1985,7.8,Shirley (I) Clarke,Documentary
"Oro de Mosc, El",2003,4.5,Jesús Bonilla,"Action, Adventure, Comedy"
"Oro di Napoli, L'",1954,7.0,Vittorio De Sica,Comedy
Oro diablo,2000,7.1,José Ramón Novoa,"Action, Crime, Drama, Romance"
Oro fino,1989,5.3,José Antonio de la Loma,Drama
Oro per i Cesari,1963,4.8,André De Toth,"Action, Adventure, Drama"
Oro per i Cesari,1963,4.8,Sabatino Ciuffini,"Action, Adventure, Drama"
"Oro, Plata, Mata",1983,9.2,Peque Gallaga,Drama
Orphan,2001,6.0,Richard Moos,Drama
Orphan's Benefit,1934,7.1,Burt Gillett,"Animation, Family, Short"
"Orphan, The",1979,2.5,John (I) Ballard,Horror
Orphans,1987,6.8,Alan J. Pakula,Drama
Orphans,1997,6.6,Peter Mullan,"Comedy, Drama"
Orphans of the Storm,1921,7.8,D.W. Griffith,Drama
Orphans' Benefit,1941,5.0,Riley Thomson,"Animation, Comedy, Family, Short"
Orphans' Picnic,1936,6.8,Ben Sharpsteen,"Animation, Comedy, Family, Short"
Orphe,1949,7.7,Jean Cocteau,"Drama, Fantasy, Romance"
Orquesta Club Virginia,1992,4.9,Manuel Iborra,Comedy
"Orrori del castello di Norimberga, Gli",1972,5.2,Mario Bava,Horror
Orson Welles Sells His Soul to the Devil,1999,7.0,Jay Bushman,Short
Orson Welles: The One-Man Band,1995,7.3,Vassili Silovic,Documentary
Orwell Rolls in His Grave,2003,7.5,Robert Kane Pappas,Documentary
Oryol i reshka,1995,7.1,Georgi Daneliya,Comedy
Orzel,1959,8.4,Leonard Buczkowski,War
Osa,1985,4.0,Oleg Egorov,Sci-Fi
Osada havranu,1978,5.8,Jan Schmidt,Adventure
Osadeni dushi,1975,6.5,Vulo Radev,"Drama, War"
Osaka Story: A Documentary,1994,5.9,Toichi Nakata,Documentary
Osaka monogatari,1999,5.1,Jun (I) Ichikawa,"Drama, Family"
Osama,2003,7.6,Siddiq Barmak,Drama
Oscar,1967,6.8,Edouard Molinaro,Comedy
Oscar,1991,5.3,John (I) Landis,"Comedy, Family"
Oscar Wilde,1960,5.6,Gregory Ratoff,Drama
Oscar and Lucinda,1997,6.6,Gillian Armstrong,"Drama, Romance"
"Oscar, The",1966,5.0,Russell Rouse,Drama
Osceola,1971,3.5,James Winburn,"Drama, Western"
Osceola,1971,3.5,Konrad Petzold,"Drama, Western"
Oseam,2003,7.4,Baek-yeob Seong,"Animation, Family"
Osen,1974,8.2,Andrei (I) Smirnov,Romance
Osennij marafon,1979,7.4,Georgi Daneliya,Comedy
Osher Lelo Gvul,1996,6.8,Yigal Bursztyn,Drama
Oshibki yunosti,1978,5.9,Boris Frumin,Drama
Oslinaya shkura,1982,6.6,Nadezhda Kosheverova,Family
Osmose,2003,5.0,Raphael Fejtö,"Comedy, Romance"
Osmosis Jones,2001,6.2,Bobby Farrelly,"Animation, Comedy"
Osmosis Jones,2001,6.2,Peter Farrelly,"Animation, Comedy"
Osnda,1976,9.2,Sergiu Nicolaescu,Action
"Oso rojo, Un",2002,7.1,Adrián Caetano,Drama
Osobennosti natsional'noj politiki,2003,4.6,Dmitri (II) Meskhiyev,Comedy
Osobennosti natsional'noj politiki,2003,4.6,Yuri Konopkin,Comedy
Osobennosti natsionalnoj okhoty,1995,7.8,Aleksandr Rogozhkin,Comedy
Osobennosti natsionalnoj okhoty v zimnij period,2000,6.1,Aleksandr Rogozhkin,Comedy
Osobennosti natsionalnoj rybalki,1998,6.9,Aleksandr Rogozhkin,Comedy
Ososhiki,1984,6.9,Juzo Itami,Comedy
Ospiti,1998,8.5,Matteo Garrone,Comedy
Oss,1976,3.2,Laila Mikkelsen,"Drama, Sci-Fi"
"Ossessa, L'",1974,3.2,Mario Gariazzo,Horror
Ossessione,1943,8.0,Luchino Visconti,"Crime, Drama, Thriller"
"Ossessione che uccide, L'",1980,6.4,Riccardo Freda,"Horror, Mystery"
Ossos,1997,5.2,Pedro (II) Costa,Drama
Ostanovilsya poyezd,1982,8.1,Vadim Abdrashitov,Drama
Ostatni dzien lata,1958,5.5,Tadeusz Konwicki,"Drama, Romance"
Ostatni etap,1948,8.1,M. Wainberger,Drama
Ostatni etap,1948,8.1,Wanda Jakubowska,Drama
Ostatnia misja,2000,6.2,Wojciech Wójcik,"Action, Thriller"
"Osterman Weekend, The",1983,5.7,Sam Peckinpah,"Action, Thriller"
Ostinato destino,1992,6.0,Gianfranco Albano,Drama
"Ostra e o Vento, A",1997,7.3,Walter Lima Jr.,"Drama, Fantasy"
Ostre sledovan vlaky,1966,7.6,Jirí Menzel,"Comedy, Drama"
Ostrov,1973,7.8,Eduard Nazarov,Animation
Ostrov,1973,7.8,Fyodor Khitruk,Animation
Ostrov,1973,7.8,V. Zuikov,Animation
Ostrov na strese,2001,9.2,Artemio Benki,Short
Ostrov sokrovishch,1971,7.9,Yevgeni Fridman,Adventure
Osveta,2001,6.3,Jan Hintjens,"Drama, War"
"Osynliga muren, Den",1944,6.6,Gustaf Molander,Drama
"Osynlige, Den",2002,6.5,Joel Bergvall,Thriller
"Osynlige, Den",2002,6.5,Simon Sandquist,Thriller
Ot nishto neshto,1979,7.3,Nikola Rudarov,Comedy
Otac na sluzbenom putu,1985,7.4,Emir Kusturica,Drama
Otaku,1994,8.2,Jackie Bastide,Documentary
Otaku,1994,8.2,Jean-Jacques Beineix,Documentary
Otan lipi i gata,1962,6.1,Alekos Sakellarios,"Comedy, Musical"
Otario,1997,5.3,Diego Arsuaga,Thriller
Otche nash,1989,9.0,Boris Yermolayev,Drama
Otello,1955,7.3,Sergei Yutkevich,Drama
Otello,1973,7.6,Roger Benamou,"Drama, Music"
Otello,1986,7.6,Franco Zeffirelli,"Drama, Music"
Otesnek,2000,7.4,Jan Svankmajer,"Comedy, Fantasy"
Otets i syn,2003,5.7,Aleksandr Sokurov,Drama
Othello,1922,7.4,Dimitri Buchowetzki,Drama
Othello,1965,7.3,John (II) Dexter,Drama
Othello,1965,7.3,Patrick (II) Barton,Drama
Othello,1965,7.3,Stuart (I) Burge,Drama
Othello,1989,6.2,Janet Suzman,Drama
Othello,1989,6.2,Ted (I) Lange,Drama
Othello,1995,6.8,Oliver (I) Parker,Drama
"Other Brother, The",2002,2.5,Mandel Holland,"Comedy, Drama"
"Other Final, The",2003,7.0,Johan Kramer,Documentary
"Other Hollywood, The",1999,6.4,Anders Dalgaard,Documentary
"Other Love, The",1947,5.3,André De Toth,"Drama, Romance"
Other Men's Women,1931,6.3,William A. Wellman,Drama
Other People's Money,1991,5.7,Norman Jewison,"Comedy, Drama, Romance"
"Other Side of Bonnie and Clyde, The",1968,2.7,Larry Buchanan,"Crime, Drama"
"Other Side of Heaven, The",2001,6.5,Mitch (I) Davis,"Adventure, Drama"
"Other Side of Midnight, The",1977,5.4,Charles Jarrott,Drama
"Other Side of the Hedge, The",1905,4.0,Lewin Fitzhamon,"Comedy, Short"
"Other Side of the Mountain Part II, The",1978,4.4,Larry Peerce,Drama
"Other Side of the Mountain, The",1975,5.3,Larry Peerce,Drama
"Other Sister, The",1999,6.1,Garry Marshall,"Comedy, Drama, Romance"
Other Voices,2000,7.3,Dan McCormack,Drama
"Other Voices, Other Rooms",1995,5.9,David Rocksavage,Drama
"Other Woman, The",1954,4.8,Hugo Haas,Film-Noir
"Other Woman, The",1992,4.3,Jag Mundhra,Drama
Other Worlds,2004,7.8,Jan Kounen,Documentary
"Other, The",1972,6.7,Robert Mulligan,"Drama, Horror, Mystery"
"Others, The",1997,6.4,Travis Fine,Drama
"Others, The",2001,7.8,Alejandro Amenábar,"Drama, Horror, Thriller"
Othon,1970,8.1,Danièle Huillet,Drama
Othon,1970,8.1,Jean-Marie Straub,Drama
Otilia Rauda,2001,8.4,Dana Rotberg,Drama
Otklonenie,1967,7.8,Grisha Ostrovski,Drama
Otklonenie,1967,7.8,Todor (I) Stoyanov,Drama
Otley,1968,5.5,Dick Clement,Comedy
Otobs,1976,8.3,Tunç Okan,Drama
Otobs yolculari,1961,7.1,Ertem Göreç,Drama
Otogiriso,2001,5.1,Shimoyama Ten,Horror
Otoko wa tsurai yo,1969,8.3,Yoji Yamada,"Comedy, Drama, Romance"
Otoko wa tsurai yo: Boku no ojisan,1989,6.5,Yoji Yamada,Comedy
Otoko wa tsurai yo: Funto hen,1971,8.1,Yoji Yamada,Comedy
Otoko wa tsurai yo: Junjo hen,1971,8.2,Yoji Yamada,Comedy
Otoko wa tsurai yo: Shiretoko bojo,1987,7.2,Yoji Yamada,"Comedy, Romance"
Otoko wa tsurai yo: Torajiro aiaigasa,1975,8.2,Yoji Yamada,Comedy
Otoko wa tsurai yo: Torajiro kurenai no hana,1995,7.6,Yoji Yamada,"Comedy, Drama, Romance"
Otoko wa tsurai yo: Torajiro no kyuujitsu,1990,5.6,Yoji Yamada,Comedy
Otomo,1999,6.7,Frieder Schlaich,Drama
Otona no miru ehon - Umarete wa mita keredo,1932,9.0,Yasujiro Ozu,Comedy
Otoshiana,1962,8.0,Hiroshi Teshigahara,"Crime, Drama, Fantasy"
Ototo,1960,9.1,Kon Ichikawa,Drama
Otpisani (1974/I),1974,5.0,Aleksandar (I) Djordjevic,"Action, War"
"Otra conquista, La",1998,7.4,Salvador (II) Carrasco,Drama
Otra historia de amor,1986,2.6,Américo Ortiz de Zárate,"Drama, Romance"
Otra vuelta de tuerca,1985,7.7,Eloy de la Iglesia,"Horror, Thriller"
"Otra, La",1946,9.6,Roberto Gavaldón,"Crime, Drama, Mystery"
Otrantsk zmek,1977,8.1,Jan Svankmajer,"Animation, Short"
"Otro barrio, El",2000,6.7,Salvador García Ruiz,Drama
"Otro lado de la cama, El",2002,7.1,Emilio Martínez Lázaro,"Comedy, Drama, Musical, Romance"
"Otro rbol de Guernica, El",1969,7.8,Pedro (I) Lazaga,Drama
Otroki vo vselennoj,1974,6.7,Richard Viktorov,"Adventure, Comedy, Family, Sci-Fi"
Otto - Der Auerfriesische,1989,5.3,Marijan David Vajda,Comedy
Otto - Der Auerfriesische,1989,5.3,Otto Waalkes,Comedy
Otto - Der Film,1985,6.5,Otto Waalkes,Comedy
Otto - Der Film,1985,6.5,Xaver Schwarzenberger,Comedy
Otto - Der Katastrofenfilm,2000,4.0,Edzard Onneken,Comedy
Otto - Der Liebesfilm,1992,4.7,Bernd Eilert,Comedy
Otto - Der Liebesfilm,1992,4.7,Otto Waalkes,Comedy
Otto - Der Neue Film,1987,5.8,Otto Waalkes,Comedy
Otto - Der Neue Film,1987,5.8,Xaver Schwarzenberger,Comedy
Otto er et nsehorn,1983,6.1,Rumle Hammerich,Drama
Otto ga mita 'Onna no kabako' yori,1964,9.2,Yasuzo Masumura,Drama
Otto ist auf Frauen scharf,1968,2.6,Franz Antel,Comedy
Ottsy i dedy,1982,5.2,Yuri Yegorov,Comedy
"Oui, mais...",2001,6.0,Yves Lavandier,"Comedy, Drama, Family, Romance"
"Ouija Board, The",1920,6.3,Max Fleischer,"Animation, Comedy, Short"
"Ounce of Pink, An",1965,5.7,Hawley Pratt,"Animation, Short"
Our Betters,1933,6.4,George Cukor,Comedy
Our Blushing Brides,1930,6.0,Harry Beaumont,Drama
Our Boy,1997,7.5,David (II) Evans,"Crime, Drama"
Our Country,2002,9.0,Keith Melton,"Documentary, Short"
Our Country,2002,9.0,Steven D. (II) Smith,"Documentary, Short"
Our Country,2002,9.0,Steven Goldmann,"Documentary, Short"
Our Country,2002,9.0,Thomas L. Neff,"Documentary, Short"
Our Daily Bread,1934,7.0,King Vidor,"Drama, Romance"
Our Dancing Daughters,1928,6.5,Harry Beaumont,Drama
Our Friend the Atom,1958,6.4,Hamilton Luske,"Animation, Family, Short"
Our Gang,1922,9.5,Robert F. McGowan,"Comedy, Family, Short"
Our Gang Follies of 1936,1935,7.5,Gus Meins,"Comedy, Family, Short"
Our Gang Follies of 1938,1937,7.0,Gordon Douglas,"Comedy, Family, Musical, Short"
Our Girl Friday,1954,5.2,Noel Langley,Comedy
Our Hearts Were Growing Up,1946,7.1,William D. Russell,Comedy
Our Hearts Were Young and Gay,1944,6.7,Lewis (I) Allen,Comedy
Our Hollywood Education,1992,5.2,Michael Beltrami,Documentary
Our Hospitality,1923,7.9,Buster Keaton,"Comedy, Family"
Our Hospitality,1923,7.9,John G. Blystone,"Comedy, Family"
Our House,2003,8.1,Greg Shields,Documentary
Our House,2003,8.1,Sevan Matossian,Documentary
Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents,2000,9.5,Meema Spadola,Documentary
Our Lips Are Sealed,2000,4.7,Craig Shapiro,"Comedy, Family"
Our Little Girl,1935,5.6,John S. (I) Robertson,Drama
Our Man Flint,1966,6.3,Daniel (I) Mann,"Adventure, Comedy"
Our Man in Havana,1959,6.7,Carol Reed,"Comedy, Drama, Thriller"
Our Man in Marrakesh,1966,5.4,Don Sharp,Comedy
Our Marilyn,1987,7.9,Brenda Longfellow,"Documentary, Short"
Our Miss Brooks,1956,6.3,Al (I) Lewis,Comedy
Our Miss Fred,1972,3.3,Bob Kellett,Comedy
Our Modern Maidens,1929,5.6,Jack Conway,"Comedy, Drama"
Our Mother's House,1967,7.4,Jack (I) Clayton,"Drama, Thriller"
Our New Toy,2003,7.3,Lawren Bancroft-Wilson,"Short, Thriller"
Our Old Car,1946,6.9,Cy Endfield,Short
Our Relations,1936,7.2,Harry Lachman,Comedy
Our Song,2000,7.0,Jim (I) McKay,Drama
Our Time,1974,5.8,Peter Hyams,Drama
Our Town,1940,7.0,Sam (I) Wood,Drama
Our Very Own,1950,5.9,David (I) Miller,Drama
Our Wife,1931,7.5,James W. Horne,"Comedy, Short"
Our Wife,1941,5.2,John M. Stahl,Comedy
Our Winning Season,1978,6.0,Joseph Ruben,Drama
Ouran,1968,2.3,John (I) Woo,Short
"Ouranokatevatos, O",1965,6.1,Orestis Laskos,Comedy
"Ours en peluche, L'",1994,6.5,Jacques Deray,Thriller
"Ours et la poupe, L'",1969,7.1,Michel Deville,Comedy
"Ours, L'",1988,7.3,Jean-Jacques Annaud,"Adventure, Family"
"Oursins, Les",1958,6.8,Jean Painlevé,Short
Out,1982,3.2,Eli Hollander,Drama
Out,2002,6.1,Hideyuki Hirayama,"Comedy, Thriller"
Out 1,1971,6.9,Jacques Rivette,"Comedy, Drama, Thriller"
Out 1,1971,6.9,Suzanne Schiffman,"Comedy, Drama, Thriller"
Out 1: Spectre,1972,7.7,Jacques Rivette,"Comedy, Drama, Thriller"
Out All Night,1933,7.8,Sam (I) Taylor,Comedy
Out Bound,1924,6.4,Harry (I) Edwards,"Comedy, Short"
Out California Way,1946,5.3,Lesley Selander,Western
Out Cold,1989,4.3,Malcolm Mowbray,"Comedy, Thriller"
Out Cold,2001,5.1,Brendan Malloy,"Comedy, Drama"
Out Cold,2001,5.1,Emmett Malloy,"Comedy, Drama"
Out Done,2002,9.4,Marios Hamboulides,"Mystery, Thriller"
Out West,1918,6.6,Roscoe 'Fatty' Arbuckle,"Comedy, Short, Western"
Out West,1947,6.9,Edward Bernds,"Comedy, Short, Western"
Out West with the Hardys,1938,5.7,George B. Seitz,Comedy
Out Where the Stars Begin,1938,5.0,Bobby Connolly,"Comedy, Musical, Short"
Out and Out Rout,1966,5.1,Rudy Larriva,"Animation, Comedy, Family, Short"
Out at Work,1997,8.6,Kelly Anderson,Documentary
Out at Work,1997,8.6,Tami Gold,Documentary
Out for Blood,1993,3.8,Richard W. Munchkin,Action
Out for Justice,1991,4.9,John (I) Flynn,"Action, Crime, Drama, Thriller"
Out for a Kill,2003,3.1,Michael Oblowitz,"Action, Crime, Drama"
Out in Fifty,1999,2.7,Bojesse Christopher,Drama
Out in Fifty,1999,2.7,Scott Leet,Drama
Out of Africa,1985,6.8,Sydney Pollack,"Drama, Romance"
Out of Bounds,1986,4.6,Richard Tuggle,"Action, Crime, Drama, Thriller"
Out of Bounds,2003,4.2,Merlin Ward,Drama
Out of Breath,2000,6.1,Aaron (V) Davis,"Documentary, Short"
Out of Breath,2000,6.1,Peter Gerard,"Documentary, Short"
Out of Control,1985,3.0,Allan Holzman,"Action, Drama"
Out of Control,1992,3.8,Ovidio G. Assonitis,Drama
Out of Control,1992,3.8,Robert (I) Barrett,Drama
Out of Control,2003,2.1,Apurva Asrani,Comedy
Out of Control,2003,2.1,Ramanjit Juneja,Comedy
Out of Courage 2: Out for Vengeance,1999,6.5,Jeb Wilson,"Action, Short"
Out of Depth,2000,4.3,Simon (I) Marshall,Thriller
Out of Edeka,2001,6.8,Konstantin Faigle,Documentary
Out of It,1969,4.8,Paul (I) Williams,"Comedy, Drama"
Out of Line,2001,4.8,Johanna Demetrakas,"Action, Drama, Thriller"
Out of Reach (2004/I),2004,3.5,Po-Chih Leong,"Action, Drama, Romance"
Out of Rosenheim,1987,7.4,Percy Adlon,"Comedy, Drama"
Out of Scale,1951,6.9,Jack (I) Hannah,"Animation, Family, Short"
Out of Season,1975,5.3,Alan Bridges,"Drama, Romance"
Out of Season,1998,5.5,Jeanette L. Buck,Drama
Out of Sight,1966,3.4,Lennie Weinrib,Comedy
Out of Sight,1998,7.3,Steven Soderbergh,"Comedy, Crime, Drama, Romance, Thriller"
"Out of Sight, Out of Mind",1990,3.6,Greydon Clark,Horror
Out of Step,2002,5.9,Ryan Little,Drama
Out of This World,1945,6.6,Hal (I) Walker,Musical
Out of Time,1998,6.8,Michael Thomas Dunn,Comedy
Out of Time (2003/I),2003,6.5,Carl Franklin,"Crime, Drama, Thriller"
Out of the Black,2001,4.2,Karl Kozak,"Drama, Mystery, Thriller"
Out of the Blue,1947,5.9,Leigh Jason,Comedy
Out of the Blue,1980,6.0,Dennis Hopper,Drama
Out of the Body,1989,3.8,Brian Trenchard-Smith,Thriller
"Out of the Closet, Off the Screen: The Life of William Haines",2001,2.6,Fenton Bailey,Documentary
"Out of the Closet, Off the Screen: The Life of William Haines",2001,2.6,Randy Barbato,Documentary
Out of the Clouds,1955,5.4,Basil Dearden,Drama
Out of the Cold,1999,5.8,Aleksandr Buravsky,Drama
Out of the Dark,1989,4.4,Michael (I) Schroeder,"Comedy, Horror"
Out of the Fog,1941,7.0,Anatole Litvak,"Crime, Drama, Film-Noir"
Out of the Frying Pan Into the Firing Line,1942,6.6,Ben Sharpsteen,"Animation, Family, Short, War"
Out of the Past,1947,8.1,Jacques Tourneur,"Drama, Film-Noir, Thriller"
Out of the Past,1998,6.8,Jeffrey Dupre,Documentary
Out of the Present,1995,6.4,Andrei Ujica,Documentary
Out of the Rain,1991,3.1,Gary (I) Winick,Drama
Out on a Limb,1950,6.3,Jack (I) Hannah,"Animation, Comedy, Family, Short"
Out on a Limb,1992,4.0,Francis Veber,Comedy
Out to Punch,1956,4.7,Seymour Kneitel,"Animation, Comedy, Family, Short"
Out to Sea,1997,5.6,Martha Coolidge,"Comedy, Romance"
Out-Foxed,1949,7.6,Tex Avery,"Animation, Comedy, Family, Short"
Out-of-Sync,1995,4.8,Debbie Allen,Drama
"Out-of-Towners, The",1970,6.8,Arthur Hiller,Comedy
"Out-of-Towners, The",1999,5.1,Sam Weisman,Comedy
Out: Stories of Lesbian and Gay Youth in Canada,1994,5.6,David Adkin,Documentary
Outback Vampires,1987,1.7,Colin Eggleston,"Comedy, Horror"
Outbreak,1995,6.4,Wolfgang (I) Petersen,"Action, Drama, Thriller"
Outcast of the Islands,1952,6.8,Carol Reed,"Adventure, Drama"
"Outcast, The",1954,6.3,William Witney,Western
"Outcasts of Poker Flat, The",1937,5.7,Christy Cabanne,Western
"Outcasts of Poker Flat, The",1952,6.9,Joseph M. Newman,Western
Outdoorsmen,2002,8.7,A. Jonathan Benny,"Action, Comedy, Documentary"
Oute gata oute zimia,1955,6.9,Alekos Sakellarios,Comedy
Outer Space,1999,7.5,Peter Tscherkassky,"Animation, Short"
"Outer Space Connection, The",1975,4.8,Fred Warshofsky,Documentary
Outer Space Jitters,1957,4.8,Jules White,"Comedy, Short"
"Outfit, The",1974,6.4,John (I) Flynn,"Crime, Drama, Thriller"
"Outfit, The",1993,1.9,J. Christian Ingvordsen,"Action, Crime, Thriller"
"Outfitters, The",1999,5.3,Reverge Anselmo,"Action, Adventure"
"Outing, The",1986,4.0,Tom (I) Daley,Horror
Outland,1981,6.3,Peter Hyams,"Action, Crime, Sci-Fi, Thriller"
Outlaw,2001,3.1,Bo Svenson,"Action, Drama"
Outlaw Blues,1977,4.9,Richard T. Heffron,Drama
"Outlaw Josey Wales, The",1976,7.6,Clint Eastwood,"Drama, Western"
"Outlaw Stallion, The",1954,7.0,Fred F. Sears,Western
Outlaw Trail,1944,4.4,Robert Emmett Tansey,Western
Outlaw Women,1952,2.0,Ron Ormond,Western
Outlaw Women,1952,2.0,Sam (I) Newfield,Western
Outlaw of Gor,1989,2.1,John 'Bud' Cardos,"Action, Fantasy, Sci-Fi"
"Outlaw, The",1943,5.2,Howard (I) Hughes,"Drama, Romance, Western"
"Outlaw, The",1943,5.2,Howard Hawks,"Drama, Romance, Western"
"Outlaws Is Coming, The",1965,5.5,Norman Maurer,"Comedy, Western"
Outlaws of the Desert,1941,7.2,Howard Bretherton,"Action, Adventure, Western"
"Outlaws: Legend of O.B. Taggart, The",1994,8.1,Rupert Hitzig,Western
Outlet (2000/II),2000,6.8,Robert C. (I) Banks,Short
Outpatient,2002,6.7,Alec Carlin,"Drama, Thriller"
Outpost in Morocco,1949,4.6,Robert Florey,"Action, Adventure"
"Outpost, The (1995/I)",1995,3.0,Joe (I) Gayton,"Horror, Sci-Fi"
Outrage (1950/I),1950,6.3,Ida Lupino,Drama
"Outrage, The",1964,6.0,Martin (I) Ritt,"Crime, Drama, Western"
Outrageous Fortune,1987,5.8,Arthur Hiller,"Comedy, Mystery"
Outrageous!,1977,6.8,Richard Benner,Comedy
Outras Estrias,1999,7.0,Pedro Bial,Drama
"Outremangeur, L'",2003,6.1,Thierry Binisti,"Crime, Drama"
Outremer,1990,6.4,Brigitte Roüan,Drama
"Outriders, The",1950,5.6,Roy (I) Rowland,Western
"Outro Lado da Rua, O",2004,8.1,Marcos Bernstein,"Drama, Thriller"
Outros,2000,8.2,Gustavo Spolidoro,Short
Outside,2002,7.8,Jeff Mahler,Mystery
"Outside Chance of Maximilian Glick, The",1988,7.4,Allan A. Goldstein,"Comedy, Drama"
Outside Providence,1999,6.1,Michael Corrente,"Comedy, Drama, Romance"
Outside the Law,1920,7.2,Tod Browning,Crime
Outside the Law,1930,6.2,Tod Browning,"Crime, Drama"
Outside the Wall,1950,8.0,Crane Wilbur,Drama
Outsider,1997,5.9,Andrej Kosak,Drama
"Outsider, The",1962,7.2,Delbert (I) Mann,"Drama, War"
"Outsider, The",1979,6.0,Tony Luraschi,Drama
"Outsiders, The",1983,6.8,Francis Ford Coppola,"Crime, Drama"
Outta Time,2002,3.5,Lorena (I) David,"Action, Adventure, Crime"
Outtakes,1985,4.0,Jack M. Sell,Comedy
Outward Bound,1930,6.4,Robert (I) Milton,"Drama, Fantasy"
"Oveja negra, La",1949,8.9,Ismael (I) Rodríguez,Drama
Over 21,1945,6.3,Charles Vidor,Comedy
Over Exposed,1984,6.7,James Jaeger,"Drama, Romance"
Over stork og stein,1994,5.3,Eva Isaksen,"Comedy, Drama"
Over the Brooklyn Bridge,1984,5.1,Menahem Golan,Comedy
Over the Edge,1979,7.3,Jonathan (I) Kaplan,"Crime, Drama"
Over the Hill,1992,4.9,George (I) Miller,Drama
Over the Moon,1939,4.3,Thornton Freeland,Comedy
Over the Moon,1939,4.3,William K. (I) Howard,Comedy
Over the Rainbow,1995,5.8,Rudolf Mestdagh,"Drama, Short"
Over the Rainbow,2002,7.6,Jin-woo Ahn,"Drama, Romance"
Over the Top,1987,3.9,Menahem Golan,"Action, Drama"
Over the Wall,1938,4.5,Frank (I) McDonald,Drama
Over the Wire,1996,3.5,Fred Olen Ray,"Drama, Thriller"
Over-Exposed,1956,5.2,Lewis Seiler,Drama
Over-sexed Rugsuckers from Mars,1989,2.2,Michael Paul Girard,"Comedy, Sci-Fi"
Overboard,1987,6.1,Garry Marshall,"Comedy, Romance"
Overdrive,1997,3.3,Lev L. Spiro,Action
Overexposed,1990,3.2,Larry Brand,Thriller
Overkill,1986,2.0,Ulli Lommel,Action
Overkill,1996,3.3,Dean Raphael Ferrandini,"Action, Thriller"
Overland Pacific,1954,5.1,Fred F. Sears,Western
Overland Riders,1946,5.7,Sam (I) Newfield,Western
Overland Stage Raiders,1938,3.5,George (I) Sherman,Western
Overland Telegraph,1951,6.3,Lesley Selander,Western
"Overlanders, The",1946,6.6,Harry Watt,Adventure
Overlord,1975,6.1,Stuart (I) Cooper,"Drama, War"
Overnight,2003,8.2,Mark Brian Smith,Documentary
Overnight Delivery,1998,5.8,Jason Bloom,"Comedy, Romance"
Overserved,2004,7.3,Joe Gatto,Comedy
Oversight,2001,8.7,Gérard Cairaschi,Short
"Overval, De",1962,6.4,Paul Rotha,War
Oviri,1986,5.8,Henning Carlsen,Drama
